21-Oct-24 17:09:47 - 

-------------New Illumiante Operations Logging Instance
21-Oct-24 17:09:48 - Calling API token endpoing
21-Oct-24 17:14:20 - Getting assessments for standard
21-Oct-24 17:14:21 - Getting assessments for standard
21-Oct-24 17:14:21 - Getting assessments for standard
21-Oct-24 17:14:22 - Getting assessments for standard
21-Oct-24 17:14:22 - Getting assessments for standard
21-Oct-24 17:14:23 - Getting assessments for standard
21-Oct-24 17:14:23 - Getting assessments for standard
21-Oct-24 17:14:24 - Getting assessments for standard
21-Oct-24 17:14:24 - Getting assessments for standard
21-Oct-24 17:14:24 - Getting assessments for standard
21-Oct-24 17:14:25 - Getting assessments for standard
21-Oct-24 17:14:25 - Getting assessments for standard
21-Oct-24 17:14:26 - Getting assessments for standard
21-Oct-24 17:14:26 - Getting assessments for standard
21-Oct-24 17:14:27 - Getting assessments for standard
21-Oct-24 17:14:27 - Getting assessments for standard
21-Oct-24 17:14:28 - Getting assessments for standard
21-Oct-24 17:14:28 - Getting assessments for standard
21-Oct-24 17:14:29 - Getting assessments for standard
21-Oct-24 17:14:30 - Getting assessments for standard
21-Oct-24 17:14:30 - Getting assessments for standard
21-Oct-24 17:14:31 - Getting assessments for standard
21-Oct-24 17:14:31 - Getting assessments for standard
21-Oct-24 17:14:32 - Getting assessments for standard
21-Oct-24 17:14:32 - Getting assessments for standard
21-Oct-24 17:14:33 - Getting assessments for standard
21-Oct-24 17:14:33 - Getting assessments for standard
21-Oct-24 17:14:34 - Getting assessments for standard
21-Oct-24 17:14:34 - Getting assessments for standard
21-Oct-24 17:14:34 - Getting assessments for standard
21-Oct-24 17:14:35 - Getting assessments for standard
21-Oct-24 17:14:35 - Getting assessments for standard
21-Oct-24 17:14:36 - Getting assessments for standard
21-Oct-24 17:14:36 - Getting assessments for standard
21-Oct-24 17:14:37 - Getting assessments for standard
21-Oct-24 17:14:37 - Getting assessments for standard
21-Oct-24 17:14:38 - Getting assessments for standard
21-Oct-24 17:14:38 - Getting assessments for standard
21-Oct-24 17:14:39 - Getting assessments for standard
21-Oct-24 17:14:39 - Getting assessments for standard
21-Oct-24 17:14:39 - Getting assessments for standard
21-Oct-24 17:14:40 - Getting assessments for standard
21-Oct-24 17:14:40 - Getting assessments for standard
21-Oct-24 17:14:41 - Getting assessments for standard
21-Oct-24 17:14:41 - Getting assessments for standard
21-Oct-24 17:14:42 - Getting assessments for standard
21-Oct-24 17:14:42 - Getting assessments for standard
21-Oct-24 17:14:43 - Getting assessments for standard
21-Oct-24 17:14:44 - Getting assessments for standard
21-Oct-24 17:14:44 - Getting assessments for standard
21-Oct-24 17:14:45 - Getting assessments for standard
21-Oct-24 17:14:45 - Getting assessments for standard
21-Oct-24 17:14:46 - Getting assessments for standard
21-Oct-24 17:14:47 - Getting assessments for standard
21-Oct-24 17:14:47 - Getting assessments for standard
21-Oct-24 17:14:48 - Getting assessments for standard
21-Oct-24 17:14:48 - Getting assessments for standard
21-Oct-24 17:14:48 - Getting assessments for standard
21-Oct-24 17:14:49 - Getting assessments for standard
21-Oct-24 17:14:49 - Getting assessments for standard
21-Oct-24 17:14:50 - Getting assessments for standard
21-Oct-24 17:14:50 - Getting assessments for standard
21-Oct-24 17:14:51 - Getting assessments for standard
21-Oct-24 17:14:51 - Getting assessments for standard
21-Oct-24 17:14:52 - Getting assessments for standard
21-Oct-24 17:14:53 - Getting assessments for standard
21-Oct-24 17:14:53 - Getting assessments for standard
21-Oct-24 17:14:54 - Getting assessments for standard
21-Oct-24 17:14:55 - Getting assessments for standard
21-Oct-24 17:14:55 - Getting assessments for standard
21-Oct-24 17:14:56 - Getting assessments for standard
21-Oct-24 17:14:56 - Getting assessments for standard
21-Oct-24 17:14:57 - Getting assessments for standard
21-Oct-24 17:14:57 - Getting assessments for standard
21-Oct-24 17:14:58 - Getting assessments for standard
21-Oct-24 17:14:58 - Getting assessments for standard
21-Oct-24 17:14:59 - Getting assessments for standard
21-Oct-24 17:15:00 - Getting assessments for standard
21-Oct-24 17:15:00 - Getting assessments for standard
21-Oct-24 17:15:01 - Getting assessments for standard
21-Oct-24 17:15:01 - Getting assessments for standard
21-Oct-24 17:15:02 - Getting assessments for standard
21-Oct-24 17:15:02 - Getting assessments for standard
21-Oct-24 17:15:02 - Getting assessments for standard
21-Oct-24 17:15:03 - Getting assessments for standard
21-Oct-24 17:15:03 - Getting assessments for standard
21-Oct-24 17:15:04 - Getting assessments for standard
21-Oct-24 17:15:04 - Getting assessments for standard
21-Oct-24 17:15:05 - Getting assessments for standard
21-Oct-24 17:15:05 - Getting assessments for standard
21-Oct-24 17:15:06 - Getting assessments for standard
21-Oct-24 17:15:06 - Getting assessments for standard
21-Oct-24 17:15:06 - Getting assessments for standard
21-Oct-24 17:15:07 - Getting assessments for standard
21-Oct-24 17:15:07 - Getting assessments for standard
21-Oct-24 17:15:08 - Getting assessments for standard
21-Oct-24 17:15:08 - Getting assessments for standard
21-Oct-24 17:15:08 - Getting assessments for standard
21-Oct-24 17:15:09 - Getting assessments for standard
21-Oct-24 17:15:09 - Getting assessments for standard
21-Oct-24 17:15:10 - Getting assessments for standard
21-Oct-24 17:15:10 - Getting assessments for standard
21-Oct-24 17:15:11 - Getting assessments for standard
21-Oct-24 17:15:12 - Getting assessments for standard
21-Oct-24 17:15:12 - Getting assessments for standard
21-Oct-24 17:15:13 - Getting assessments for standard
21-Oct-24 17:15:13 - Getting assessments for standard
21-Oct-24 17:15:13 - Getting assessments for standard
21-Oct-24 17:15:14 - Getting assessments for standard
21-Oct-24 17:15:14 - Getting assessments for standard
21-Oct-24 17:15:15 - Getting assessments for standard
21-Oct-24 17:15:15 - Getting assessments for standard
21-Oct-24 17:15:16 - Getting assessments for standard
21-Oct-24 17:15:16 - Getting assessments for standard
21-Oct-24 17:15:17 - Getting assessments for standard
21-Oct-24 17:15:17 - Getting assessments for standard
21-Oct-24 17:15:18 - Getting assessments for standard
21-Oct-24 17:15:18 - Getting assessments for standard
21-Oct-24 17:15:19 - Getting assessments for standard
21-Oct-24 17:15:19 - Getting assessments for standard
21-Oct-24 17:15:20 - Getting assessments for standard
21-Oct-24 17:15:20 - Getting assessments for standard
21-Oct-24 17:15:21 - Getting assessments for standard
21-Oct-24 17:15:21 - Getting assessments for standard
21-Oct-24 17:15:21 - Getting assessments for standard
21-Oct-24 17:15:22 - Getting assessments for standard
21-Oct-24 17:15:22 - Getting assessments for standard
21-Oct-24 17:15:23 - Getting assessments for standard
21-Oct-24 17:15:23 - Getting assessments for standard
21-Oct-24 17:15:24 - Getting assessments for standard
21-Oct-24 17:15:24 - Getting assessments for standard
21-Oct-24 17:15:25 - Getting assessments for standard
21-Oct-24 17:15:25 - Getting assessments for standard
21-Oct-24 17:15:26 - Getting assessments for standard
21-Oct-24 17:15:26 - Getting assessments for standard
21-Oct-24 17:15:27 - Getting assessments for standard
21-Oct-24 17:15:27 - Getting assessments for standard
21-Oct-24 17:15:27 - Getting assessments for standard
21-Oct-24 17:15:28 - Getting assessments for standard
21-Oct-24 17:15:28 - Getting assessments for standard
21-Oct-24 17:15:29 - Getting assessments for standard
21-Oct-24 17:15:29 - Getting assessments for standard
21-Oct-24 17:15:30 - Getting assessments for standard
21-Oct-24 17:15:30 - Getting assessments for standard
21-Oct-24 17:15:31 - Getting assessments for standard
21-Oct-24 17:15:31 - Getting assessments for standard
21-Oct-24 17:15:32 - Getting assessments for standard
21-Oct-24 17:15:32 - Getting assessments for standard
21-Oct-24 17:15:32 - Getting assessments for standard
21-Oct-24 17:15:33 - Getting assessments for standard
21-Oct-24 17:15:33 - Getting assessments for standard
21-Oct-24 17:15:34 - Getting assessments for standard
21-Oct-24 17:15:34 - Getting assessments for standard
21-Oct-24 17:15:35 - Getting assessments for standard
21-Oct-24 17:15:35 - Getting assessments for standard
21-Oct-24 17:15:35 - Getting assessments for standard
21-Oct-24 17:15:36 - Getting assessments for standard
21-Oct-24 17:15:37 - Getting assessments for standard
21-Oct-24 17:15:37 - Getting assessments for standard
21-Oct-24 17:15:37 - Getting assessments for standard
21-Oct-24 17:15:38 - Getting assessments for standard
21-Oct-24 17:15:38 - Getting assessments for standard
21-Oct-24 17:15:39 - Getting assessments for standard
21-Oct-24 17:15:39 - Getting assessments for standard
21-Oct-24 17:15:40 - Getting assessments for standard
21-Oct-24 17:15:40 - Getting assessments for standard
21-Oct-24 17:15:41 - Getting assessments for standard
21-Oct-24 17:15:41 - Getting assessments for standard
21-Oct-24 17:15:42 - Getting assessments for standard
21-Oct-24 17:15:42 - Getting assessments for standard
21-Oct-24 17:15:43 - Getting assessments for standard
21-Oct-24 17:15:43 - Getting assessments for standard
21-Oct-24 17:15:44 - Getting assessments for standard
21-Oct-24 17:15:44 - Getting assessments for standard
21-Oct-24 17:15:44 - Getting assessments for standard
21-Oct-24 17:15:45 - Getting assessments for standard
21-Oct-24 17:15:46 - Getting assessments for standard
21-Oct-24 17:15:46 - Getting assessments for standard
21-Oct-24 17:15:47 - Getting assessments for standard
21-Oct-24 17:15:47 - Getting assessments for standard
21-Oct-24 17:15:47 - Getting assessments for standard
21-Oct-24 17:15:48 - Getting assessments for standard
21-Oct-24 17:15:48 - Getting assessments for standard
21-Oct-24 17:15:49 - Getting assessments for standard
21-Oct-24 17:15:49 - Getting assessments for standard
21-Oct-24 17:15:50 - Getting assessments for standard
21-Oct-24 17:15:50 - Getting assessments for standard
21-Oct-24 17:15:50 - Getting assessments for standard
21-Oct-24 17:15:51 - Getting assessments for standard
21-Oct-24 17:15:51 - Getting assessments for standard
21-Oct-24 17:15:52 - Getting assessments for standard
21-Oct-24 17:15:52 - Getting assessments for standard
21-Oct-24 17:15:53 - Getting assessments for standard
21-Oct-24 17:15:53 - Getting assessments for standard
21-Oct-24 17:15:54 - Getting assessments for standard
21-Oct-24 17:15:54 - Getting assessments for standard
21-Oct-24 17:15:54 - Getting assessments for standard
21-Oct-24 17:15:55 - Getting assessments for standard
21-Oct-24 17:15:55 - Getting assessments for standard
21-Oct-24 17:15:56 - Getting assessments for standard
21-Oct-24 17:15:56 - Getting assessments for standard
21-Oct-24 17:15:57 - Getting assessments for standard
21-Oct-24 17:15:57 - Getting assessments for standard
21-Oct-24 17:15:57 - Getting assessments for standard
21-Oct-24 17:15:58 - Getting assessments for standard
21-Oct-24 17:15:59 - Getting assessments for standard
21-Oct-24 17:15:59 - Getting assessments for standard
21-Oct-24 17:15:59 - Getting assessments for standard
21-Oct-24 17:16:00 - Getting assessments for standard
21-Oct-24 17:16:00 - Getting assessments for standard
21-Oct-24 17:16:01 - Getting assessments for standard
21-Oct-24 17:16:01 - Getting assessments for standard
21-Oct-24 17:16:02 - Getting assessments for standard
21-Oct-24 17:16:02 - Getting assessments for standard
21-Oct-24 17:16:03 - Getting assessments for standard
21-Oct-24 17:16:03 - Getting assessments for standard
21-Oct-24 17:16:04 - Getting assessments for standard
21-Oct-24 17:16:04 - Getting assessments for standard
21-Oct-24 17:16:05 - Getting assessments for standard
21-Oct-24 17:16:06 - Getting assessments for standard
21-Oct-24 17:16:06 - Getting assessments for standard
21-Oct-24 17:16:07 - Getting assessments for standard
21-Oct-24 17:16:07 - Getting assessments for standard
21-Oct-24 17:16:08 - Getting assessments for standard
21-Oct-24 17:16:08 - Getting assessments for standard
21-Oct-24 17:16:09 - Getting assessments for standard
21-Oct-24 17:16:09 - Getting assessments for standard
21-Oct-24 17:16:10 - Getting assessments for standard
21-Oct-24 17:16:10 - Getting assessments for standard
21-Oct-24 17:16:11 - Getting assessments for standard
21-Oct-24 17:16:11 - Getting assessments for standard
21-Oct-24 17:16:12 - Getting assessments for standard
21-Oct-24 17:16:12 - Getting assessments for standard
21-Oct-24 17:16:13 - Getting assessments for standard
21-Oct-24 17:16:14 - Getting assessments for standard
21-Oct-24 17:16:14 - Getting assessments for standard
21-Oct-24 17:16:15 - Getting assessments for standard
21-Oct-24 17:16:16 - Getting assessments for standard
21-Oct-24 17:16:16 - Getting assessments for standard
21-Oct-24 17:16:17 - Getting assessments for standard
21-Oct-24 17:16:17 - Getting assessments for standard
21-Oct-24 17:16:18 - Getting assessments for standard
21-Oct-24 17:16:18 - Getting assessments for standard
21-Oct-24 17:16:19 - Getting assessments for standard
21-Oct-24 17:16:19 - Getting assessments for standard
21-Oct-24 17:16:20 - Getting assessments for standard
21-Oct-24 17:16:20 - Getting assessments for standard
21-Oct-24 17:16:21 - Getting assessments for standard
21-Oct-24 17:16:21 - Getting assessments for standard
21-Oct-24 17:16:22 - Getting assessments for standard
21-Oct-24 17:16:23 - Getting assessments for standard
21-Oct-24 17:16:23 - Getting assessments for standard
21-Oct-24 17:16:24 - Getting assessments for standard
21-Oct-24 17:16:24 - Getting assessments for standard
21-Oct-24 17:16:25 - Getting assessments for standard
21-Oct-24 17:16:25 - Getting assessments for standard
21-Oct-24 17:16:26 - Getting assessments for standard
21-Oct-24 17:16:26 - Getting assessments for standard
21-Oct-24 17:16:27 - Getting assessments for standard
21-Oct-24 17:16:27 - Getting assessments for standard
21-Oct-24 17:16:28 - Getting assessments for standard
21-Oct-24 17:16:28 - Getting assessments for standard
21-Oct-24 17:16:29 - Getting assessments for standard
21-Oct-24 17:16:29 - Getting assessments for standard
21-Oct-24 17:16:30 - Getting assessments for standard
21-Oct-24 17:16:30 - Getting assessments for standard
21-Oct-24 17:16:31 - Getting assessments for standard
21-Oct-24 17:16:31 - Getting assessments for standard
21-Oct-24 17:16:32 - Getting assessments for standard
21-Oct-24 17:16:32 - Getting assessments for standard
21-Oct-24 17:16:33 - Getting assessments for standard
21-Oct-24 17:16:33 - Getting assessments for standard
21-Oct-24 17:16:34 - Getting assessments for standard
21-Oct-24 17:16:34 - Getting assessments for standard
21-Oct-24 17:16:35 - Getting assessments for standard
21-Oct-24 17:16:35 - Getting assessments for standard
21-Oct-24 17:16:36 - Getting assessments for standard
21-Oct-24 17:16:36 - Getting assessments for standard
21-Oct-24 17:16:37 - Getting assessments for standard
21-Oct-24 17:16:37 - Getting assessments for standard
21-Oct-24 17:16:38 - Getting assessments for standard
21-Oct-24 17:16:38 - Getting assessments for standard
21-Oct-24 17:16:39 - Getting assessments for standard
21-Oct-24 17:16:40 - Getting assessments for standard
21-Oct-24 17:16:40 - Getting assessments for standard
21-Oct-24 17:16:41 - Getting assessments for standard
21-Oct-24 17:16:41 - Getting assessments for standard
21-Oct-24 17:16:41 - Getting assessments for standard
21-Oct-24 17:16:42 - Getting assessments for standard
21-Oct-24 17:16:43 - Getting assessments for standard
21-Oct-24 17:16:43 - Getting assessments for standard
21-Oct-24 17:16:43 - Getting assessments for standard
21-Oct-24 17:16:44 - Getting assessments for standard
21-Oct-24 17:16:44 - Getting assessments for standard
21-Oct-24 17:16:45 - Getting assessments for standard
21-Oct-24 17:16:45 - Getting assessments for standard
21-Oct-24 17:16:46 - Getting assessments for standard
21-Oct-24 17:16:46 - Getting assessments for standard
21-Oct-24 17:16:47 - Getting assessments for standard
21-Oct-24 17:16:47 - Getting assessments for standard
21-Oct-24 17:16:48 - Getting assessments for standard
21-Oct-24 17:16:48 - Getting assessments for standard
21-Oct-24 17:16:49 - Getting assessments for standard
21-Oct-24 17:16:49 - Getting assessments for standard
21-Oct-24 17:16:50 - Getting assessments for standard
21-Oct-24 17:16:50 - Getting assessments for standard
21-Oct-24 17:16:51 - Getting assessments for standard
21-Oct-24 17:16:51 - Getting assessments for standard
21-Oct-24 17:16:51 - Getting assessments for standard
21-Oct-24 17:16:52 - Getting assessments for standard
21-Oct-24 17:16:53 - Getting assessments for standard
21-Oct-24 17:16:53 - Getting assessments for standard
21-Oct-24 17:16:54 - Getting assessments for standard
21-Oct-24 17:16:54 - Getting assessments for standard
21-Oct-24 17:16:55 - Getting assessments for standard
21-Oct-24 17:16:55 - Getting assessments for standard
21-Oct-24 17:16:56 - Getting assessments for standard
21-Oct-24 17:16:56 - Getting assessments for standard
21-Oct-24 17:16:57 - Getting assessments for standard
21-Oct-24 17:16:57 - Getting assessments for standard
21-Oct-24 17:16:58 - Getting assessments for standard
21-Oct-24 17:16:58 - Getting assessments for standard
21-Oct-24 17:16:59 - Getting assessments for standard
21-Oct-24 17:16:59 - Getting assessments for standard
21-Oct-24 17:17:00 - Getting assessments for standard
21-Oct-24 17:17:00 - Getting assessments for standard
21-Oct-24 17:17:01 - Getting assessments for standard
21-Oct-24 17:17:01 - Getting assessments for standard
21-Oct-24 17:17:02 - Getting assessments for standard
21-Oct-24 17:17:02 - Getting assessments for standard
21-Oct-24 17:17:03 - Getting assessments for standard
21-Oct-24 17:17:03 - Getting assessments for standard
21-Oct-24 17:17:04 - Getting assessments for standard
21-Oct-24 17:17:04 - Getting assessments for standard
21-Oct-24 17:17:04 - Getting assessments for standard
21-Oct-24 17:17:05 - Getting assessments for standard
21-Oct-24 17:17:05 - Getting assessments for standard
21-Oct-24 17:17:06 - Getting assessments for standard
21-Oct-24 17:17:06 - Getting assessments for standard
21-Oct-24 17:17:07 - Getting assessments for standard
21-Oct-24 17:17:07 - Getting assessments for standard
21-Oct-24 17:17:08 - Getting assessments for standard
21-Oct-24 17:17:08 - Getting assessments for standard
21-Oct-24 17:17:08 - Getting assessments for standard
21-Oct-24 17:17:09 - Getting assessments for standard
21-Oct-24 17:17:09 - Getting assessments for standard
21-Oct-24 17:17:10 - Getting assessments for standard
21-Oct-24 17:17:10 - Getting assessments for standard
21-Oct-24 17:17:11 - Getting assessments for standard
21-Oct-24 17:17:11 - Getting assessments for standard
21-Oct-24 17:17:12 - Getting assessments for standard
21-Oct-24 17:17:12 - Getting assessments for standard
21-Oct-24 17:17:13 - Getting assessments for standard
21-Oct-24 17:17:13 - Getting assessments for standard
21-Oct-24 17:17:13 - Getting assessments for standard
21-Oct-24 17:17:14 - Getting assessments for standard
21-Oct-24 17:17:14 - Getting assessments for standard
21-Oct-24 17:17:15 - Getting assessments for standard
21-Oct-24 17:17:15 - Getting assessments for standard
21-Oct-24 17:17:16 - Getting assessments for standard
21-Oct-24 17:17:16 - Getting assessments for standard
21-Oct-24 17:17:16 - Getting assessments for standard
21-Oct-24 17:17:17 - Getting assessments for standard
21-Oct-24 17:17:17 - Getting assessments for standard
21-Oct-24 17:17:18 - Getting assessments for standard
21-Oct-24 17:17:18 - Getting assessments for standard
21-Oct-24 17:17:19 - Getting assessments for standard
21-Oct-24 17:17:19 - Getting assessments for standard
21-Oct-24 17:17:20 - Getting assessments for standard
21-Oct-24 17:17:20 - Getting assessments for standard
21-Oct-24 17:17:20 - Getting assessments for standard
21-Oct-24 17:17:21 - Getting assessments for standard
21-Oct-24 17:17:21 - Getting assessments for standard
21-Oct-24 17:17:22 - Getting assessments for standard
21-Oct-24 17:17:22 - Getting assessments for standard
21-Oct-24 17:17:23 - Getting assessments for standard
21-Oct-24 17:17:23 - Getting assessments for standard
21-Oct-24 17:17:24 - Getting assessments for standard
21-Oct-24 17:17:24 - Getting assessments for standard
21-Oct-24 17:17:25 - Getting assessments for standard
21-Oct-24 17:17:25 - Getting assessments for standard
21-Oct-24 17:17:25 - Getting assessments for standard
21-Oct-24 17:17:26 - Getting assessments for standard
21-Oct-24 17:17:27 - Getting assessments for standard
21-Oct-24 17:17:27 - Getting assessments for standard
21-Oct-24 17:17:28 - Getting assessments for standard
21-Oct-24 17:17:28 - Getting assessments for standard
21-Oct-24 17:17:28 - Getting assessments for standard
21-Oct-24 17:17:29 - Getting assessments for standard
21-Oct-24 17:17:30 - Getting assessments for standard
21-Oct-24 17:17:30 - Getting assessments for standard
21-Oct-24 17:17:30 - Getting assessments for standard
21-Oct-24 17:17:31 - Getting assessments for standard
21-Oct-24 17:17:32 - Getting assessments for standard
21-Oct-24 17:17:32 - Getting assessments for standard
21-Oct-24 17:17:32 - Getting assessments for standard
21-Oct-24 17:17:33 - Getting assessments for standard
21-Oct-24 17:17:33 - Getting assessments for standard
21-Oct-24 17:17:34 - Getting assessments for standard
21-Oct-24 17:17:34 - Getting assessments for standard
21-Oct-24 17:17:35 - Getting assessments for standard
21-Oct-24 17:17:35 - Getting assessments for standard
21-Oct-24 17:17:35 - Getting assessments for standard
21-Oct-24 17:17:36 - Getting assessments for standard
21-Oct-24 17:17:36 - Getting assessments for standard
21-Oct-24 17:17:37 - Getting assessments for standard
21-Oct-24 17:17:37 - Getting assessments for standard
21-Oct-24 17:17:38 - Getting assessments for standard
21-Oct-24 17:17:38 - Getting assessments for standard
21-Oct-24 17:17:38 - Getting assessments for standard
21-Oct-24 17:17:39 - Getting assessments for standard
21-Oct-24 17:17:40 - Getting assessments for standard
21-Oct-24 17:17:40 - Getting assessments for standard
21-Oct-24 17:17:40 - Getting assessments for standard
21-Oct-24 17:17:41 - Getting assessments for standard
21-Oct-24 17:17:41 - Getting assessments for standard
21-Oct-24 17:17:42 - Getting assessments for standard
21-Oct-24 17:17:42 - Getting assessments for standard
21-Oct-24 17:17:43 - Getting assessments for standard
21-Oct-24 17:17:43 - Getting assessments for standard
21-Oct-24 17:17:44 - Getting assessments for standard
21-Oct-24 17:17:44 - Getting assessments for standard
21-Oct-24 17:17:44 - Getting assessments for standard
21-Oct-24 17:17:45 - Getting assessments for standard
21-Oct-24 17:17:45 - Getting assessments for standard
21-Oct-24 17:17:46 - Getting assessments for standard
21-Oct-24 17:17:46 - Getting assessments for standard
21-Oct-24 17:17:47 - Getting assessments for standard
21-Oct-24 17:17:47 - Getting assessments for standard
21-Oct-24 17:17:48 - Getting assessments for standard
21-Oct-24 17:17:48 - Getting assessments for standard
21-Oct-24 17:17:49 - Getting assessments for standard
21-Oct-24 17:17:49 - Getting assessments for standard
21-Oct-24 17:17:50 - Getting assessments for standard
21-Oct-24 17:17:50 - Getting assessments for standard
21-Oct-24 17:17:50 - Getting assessments for standard
21-Oct-24 17:17:51 - Getting assessments for standard
21-Oct-24 17:17:51 - Getting assessments for standard
21-Oct-24 17:17:52 - Getting assessments for standard
21-Oct-24 17:17:53 - Getting assessments for standard
21-Oct-24 17:17:53 - Getting assessments for standard
21-Oct-24 17:17:54 - Getting assessments for standard
21-Oct-24 17:17:54 - Getting assessments for standard
21-Oct-24 17:17:54 - Getting assessments for standard
21-Oct-24 17:17:55 - Getting assessments for standard
21-Oct-24 17:17:56 - Getting assessments for standard
21-Oct-24 17:17:56 - Getting assessments for standard
21-Oct-24 17:17:56 - Getting assessments for standard
21-Oct-24 17:17:57 - Getting assessments for standard
21-Oct-24 17:17:57 - Getting assessments for standard
21-Oct-24 17:17:58 - Getting assessments for standard
21-Oct-24 17:17:58 - Getting assessments for standard
21-Oct-24 17:17:59 - Getting assessments for standard
21-Oct-24 17:17:59 - Getting assessments for standard
21-Oct-24 17:17:59 - Getting assessments for standard
21-Oct-24 17:18:00 - Getting assessments for standard
21-Oct-24 17:18:00 - Getting assessments for standard
21-Oct-24 17:18:01 - Getting assessments for standard
21-Oct-24 17:18:01 - Getting assessments for standard
21-Oct-24 17:18:02 - Getting assessments for standard
21-Oct-24 17:18:02 - Getting assessments for standard
21-Oct-24 17:18:03 - Getting assessments for standard
21-Oct-24 17:18:03 - Getting assessments for standard
21-Oct-24 17:18:04 - Getting assessments for standard
21-Oct-24 17:18:04 - Getting assessments for standard
21-Oct-24 17:18:04 - Getting assessments for standard
21-Oct-24 17:18:05 - Getting assessments for standard
21-Oct-24 17:18:05 - Getting assessments for standard
21-Oct-24 17:18:06 - Getting assessments for standard
21-Oct-24 17:18:06 - Getting assessments for standard
21-Oct-24 17:18:06 - Getting assessments for standard
21-Oct-24 17:18:07 - Getting assessments for standard
21-Oct-24 17:18:07 - Getting assessments for standard
21-Oct-24 17:18:08 - Getting assessments for standard
21-Oct-24 17:18:08 - Getting assessments for standard
21-Oct-24 17:18:09 - Getting assessments for standard
21-Oct-24 17:18:09 - Getting assessments for standard
21-Oct-24 17:18:09 - Getting assessments for standard
21-Oct-24 17:18:10 - Getting assessments for standard
21-Oct-24 17:18:10 - Getting assessments for standard
21-Oct-24 17:18:11 - Getting assessments for standard
21-Oct-24 17:18:11 - Getting assessments for standard
21-Oct-24 17:18:12 - Getting assessments for standard
21-Oct-24 17:18:12 - Getting assessments for standard
21-Oct-24 17:18:13 - Getting assessments for standard
21-Oct-24 17:18:13 - Getting assessments for standard
21-Oct-24 17:18:13 - Getting assessments for standard
21-Oct-24 17:18:14 - Getting assessments for standard
21-Oct-24 17:18:14 - Getting assessments for standard
21-Oct-24 17:18:15 - Getting assessments for standard
21-Oct-24 17:18:15 - Getting assessments for standard
21-Oct-24 17:18:16 - Getting assessments for standard
21-Oct-24 17:18:16 - Getting assessments for standard
21-Oct-24 17:18:17 - Getting assessments for standard
21-Oct-24 17:18:17 - Getting assessments for standard
21-Oct-24 17:18:17 - Getting assessments for standard
21-Oct-24 17:18:18 - Getting assessments for standard
21-Oct-24 17:18:18 - Getting assessments for standard
21-Oct-24 17:18:19 - Getting assessments for standard
21-Oct-24 17:18:19 - Getting assessments for standard
21-Oct-24 17:18:20 - Getting assessments for standard
21-Oct-24 17:18:20 - Getting assessments for standard
21-Oct-24 17:18:20 - Getting assessments for standard
21-Oct-24 17:18:21 - Getting assessments for standard
21-Oct-24 17:18:21 - Getting assessments for standard
21-Oct-24 17:18:22 - Getting assessments for standard
21-Oct-24 17:18:22 - Getting assessments for standard
21-Oct-24 17:18:23 - Getting assessments for standard
21-Oct-24 17:18:23 - Getting assessments for standard
21-Oct-24 17:18:24 - Getting assessments for standard
21-Oct-24 17:18:24 - Getting assessments for standard
21-Oct-24 17:18:25 - Getting assessments for standard
21-Oct-24 17:18:26 - Returining the frame and log for loop_through_assessment_scores Standard
21-Oct-24 17:18:26 - Getting assessements for no standard 
21-Oct-24 17:18:26 - Getting assessements for no standard 
21-Oct-24 17:18:27 - Getting assessements for no standard 
21-Oct-24 17:18:27 - Getting assessements for no standard 
21-Oct-24 17:18:28 - Getting assessements for no standard 
21-Oct-24 17:18:28 - Getting assessements for no standard 
21-Oct-24 17:18:29 - Getting assessements for no standard 
21-Oct-24 17:18:29 - Getting assessements for no standard 
21-Oct-24 17:18:30 - Getting assessements for no standard 
21-Oct-24 17:18:30 - Getting assessements for no standard 
21-Oct-24 17:18:31 - Getting assessements for no standard 
21-Oct-24 17:18:31 - Getting assessements for no standard 
21-Oct-24 17:18:32 - Getting assessements for no standard 
21-Oct-24 17:18:32 - Getting assessements for no standard 
21-Oct-24 17:18:33 - Getting assessements for no standard 
21-Oct-24 17:18:33 - Getting assessements for no standard 
21-Oct-24 17:18:33 - Getting assessements for no standard 
21-Oct-24 17:18:34 - Getting assessements for no standard 
21-Oct-24 17:18:35 - Getting assessements for no standard 
21-Oct-24 17:18:35 - Getting assessements for no standard 
21-Oct-24 17:18:36 - Getting assessements for no standard 
21-Oct-24 17:18:36 - Getting assessements for no standard 
21-Oct-24 17:18:37 - Getting assessements for no standard 
21-Oct-24 17:18:37 - Getting assessements for no standard 
21-Oct-24 17:18:38 - Getting assessements for no standard 
21-Oct-24 17:18:38 - Getting assessements for no standard 
21-Oct-24 17:18:39 - Getting assessements for no standard 
21-Oct-24 17:18:40 - Getting assessements for no standard 
21-Oct-24 17:18:40 - Getting assessements for no standard 
21-Oct-24 17:18:41 - Getting assessements for no standard 
21-Oct-24 17:18:41 - Getting assessements for no standard 
21-Oct-24 17:18:42 - Getting assessements for no standard 
21-Oct-24 17:18:42 - Getting assessements for no standard 
21-Oct-24 17:18:43 - Getting assessements for no standard 
21-Oct-24 17:18:43 - Getting assessements for no standard 
21-Oct-24 17:18:44 - Getting assessements for no standard 
21-Oct-24 17:18:44 - Getting assessements for no standard 
21-Oct-24 17:18:45 - Getting assessements for no standard 
21-Oct-24 17:18:45 - Getting assessements for no standard 
21-Oct-24 17:18:46 - Getting assessements for no standard 
